SampleID,Customer Name,Attention,Address 1,Address 2,Address 3,Post Code,Telephone,Fax Number,Unique Code,Customer Reference,Second Customer Reference,Serial Number,General Description,System Description,Manufacturer,Model,Oil/Fluid Long Name,Oil/Fluid Short Name,Unit Type,Test Suite,Laboratory Ref,Unit Hours,Oil/Fluid Hours,Oil/Fluid Added,Completed Date,Date Taken,Alert Level,Ticket Number,Analyst,Aircraft Registration,Receipt Date,Booked In date,Site,Fuel Type,Prepaid,Sample Reason,Oil Changed,Lab Memo,Billing Date,Due Date,Delivery Reference,Oil/Fluid ID,Billing Completed,Viscosity at 40°C (cSt),Viscosity at 100°C (cSt),Water (% wt),Soot by FTIR (% wt),TAN (mgKOH/g),TBN (mgKOH/g),Phosphorus (% wt),Zinc (% wt),Calcium (% wt),Barium (% wt),Magnesium (% wt),Aluminium (ppm),Iron (ppm),Chromium (ppm),Copper (ppm),Lead (ppm),Tin (ppm),Silicon (ppm),Sodium (ppm),Boron (ppm),Vanadium (ppm),Molybdenum (ppm),Nickel (ppm),Silver (ppm),Titanium (ppm),Manganese (ppm),Cadmium (ppm),Antimony (ppm),Lithium (ppm),Sulphur (ICP) (ppm),Chlorine (ICP) (ppm),PS 4 - 6 µm (per 100ml),PS 6 - 14 µm (per 100ml),PS 14 - 21 µm (per 100ml),PS 21 - 38 µm (per 100ml),PS > 38 µm (per 100ml),ISO 4406 1999 (4>6>14µm),Oxidation (Abs/cm),Nitration (Abs/cm),Glycol (POS/NEG),IpH (pH Units),TGA (NA) (% wt),Volume/ Capacity,Component Serial Number,Cobalt (ppm),Potassium (ppm),Sulphur (Multiple),Chlorine (Multiple)
153761,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1252,J H933,-,1255917,Biesbrouck 1,Engine,Jenbacher,JMS 620 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73923,1554,1554,-,19/01/2022 11:18 19/01,10/01/2022 00:00 10/01,Normal (Green),1046949,Neil,1009834,14/01/2022 13:30 14/01,14/01/2022 17:14:58,Biesbrouck 1,NG,True,Routine,-,-,19/01/2022 10:17:53,18/01/2022 13:30:00,-,244,Y,127,14.3,<0.05,0.07,2.65,4.4,0.0315,0.0381,0.1962,<0.0001,0.0012,3,6,<1,3,3,<1,2,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,2658,<15,-,-,-,-,-,-,6,3,NEG,6.01,-,-,-,-,<1,2658,<15,
163812,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1253,J G048,-,1254966,HilverdaFlorist,Engine,Jenbacher,JMS 616 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73988,51562,354,-,20/01/2022 16:23 20/01,11/01/2022 00:00 11/01,Normal (Green),1047533,andy,6261291,17/01/2022 12:30 17/01,17/01/2022 16:07:43,HilverdaFlorist,NG1,True,Routine,-,Previous sample unit life??,20/01/2022 16:23:04,19/01/2022 12:30:00,-,244,N,121,13.9,<0.05,0.07,2.22,6.3,0.0303,0.0335,0.1873,<0.0001,0.0006,3,4,<1,3,<1,<1,5,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2423,<15,-,-,-,-,-,-,4,2,NEG,7.46,-,-,-,<1,<1,2423,<15,
163828,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1254,J E185,-,1254311,AHE 1 (WP12 M7 EC2),Engine,Jenbacher,JMS 620 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74004,1333,1333,-,20/01/2022 17:40 20/01,10/01/2022 00:00 10/01,Normal (Green),27174,andy,5241691,17/01/2022 12:30 17/01,17/01/2022 16:26:00,AHE 1 (WP12 M7 EC2),NG1,True,Routine,-,-,20/01/2022 17:40:35,19/01/2022 12:30:00,-,244,N,128,14.5,<0.05,0.08,2.45,4.7,0.0317,0.0373,0.2066,<0.0001,0.0007,3,9,<1,4,2,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2517,<15,-,-,-,-,-,-,9,3,NEG,6.18,-,-,-,<1,<1,2517,<15,
153601,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1255,J F920,-,1255844,Pulcher ,Engine,Jenbacher,JMS 420 A305,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73764,48106,1509,-,13/01/2022 11:59 13/01,03/01/2022 00:00 03/01,Normal (Green),1050034,willr,6177471,10/01/2022 14:34 10/01,10/01/2022 16:23:11,Pulcher ,NG1,True,Routine,-,-,13/01/2022 10:58:52,12/01/2022 14:34:00,-,244,Y,139,15.2,<0.05,0.05,3.16,4.7,0.0343,0.0421,0.2358,<0.0001,0.0009,5,7,<1,<1,2,<1,3,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2458,<15,-,-,-,-,-,-,14,4,NEG,6.10,-,-,-,<1,<1,2458,<15,
153365,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1256,J AM76,-,1488491,Bloemen Dens M1 (420),Engine,Jenbacher,JMS 420 C05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73532,1167,1167,-,11/01/2022 13:03 11/01,03/01/2022 00:00 03/01,Normal (Green),1047239,willr,1488490,07/01/2022 12:00 07/01,07/01/2022 13:50:10,Bloemen Dens M1 (420),NG1,True,Routine,-,-,11/01/2022 12:03:04,11/01/2022 12:00:00,-,244,Y,133,14.8,<0.05,0.05,3.05,3.3,0.0306,0.0383,0.2105,<0.0001,0.0006,3,6,<1,1,4,<1,3,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2457,<15,-,-,-,-,-,-,12,3,NEG,5.70,-,-,-,<1,1,2457,<15,
153090,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1257,J AM23,-,1486891,BB-Energy,Engine,Jenbacher,JMS 612 J03,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73353,858,858,-,04/01/2022 16:52 04/01,22/12/2021 00:00 22/12,Normal (Green),66075,willr,1486890,30/12/2021 16:00 30/12,31/12/2021 09:42:57,BB-Energy,NG1,True,Routine,-,-,04/01/2022 15:50:56,04/01/2022 16:00:00,-,244,Y,124,14.5,<0.05,0.07,2.56,4.6,0.0309,0.0337,0.2027,<0.0001,0.0007,3,8,<1,4,2,<1,2,1,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,2528,<15,-,-,-,-,-,-,8,2,NEG,6.68,-,-,-,-,<1,2528,<15,
"163891,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1258,J B888,-,1255854,Triomaas 3 (Bagijneland),Engine,Jenbacher,JMS 320 C05,Jenbacher N Oil 40,-,E,GEJ-PC+TGA,GEAG74067,1236,1236,-,23/01/2022 15:50 23/01,10/01/2022 00:00 10/01,Normal (Green),1034196,andy,4176421,17/01/2022 12:30 17/01,17/01/2022 18:14:15,Triomaas 3 (Bagijneland),NG1,True,Routine,-,Oil grade ""Exxon"" on label,23/01/2022 15:50:32,19/01/2022 12:30:00,-,244,N,128,14.3,<0.05,0.06,2.90,4.8,0.0322,0.0379,0.2106,<0.0001,0.0009,2,4,<1,6,<1,<1,3,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2385,<15,39495200,5972400,11200,2000,0,26/23/14,9,2,NEG,6.28,RTF,-,-,<1,<1,2385,<15,"
153625,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1259,J F808,-,1254416,Andijk 624,Engine,Jenbacher,JMS 624 G01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73788,49558,6,-,14/01/2022 08:39 14/01,07/01/2022 00:00 07/01,Normal (Green),1050017,Neil,6106791,11/01/2022 13:30 11/01,11/01/2022 15:40:34,Andijk 624,NG1,True,Routine,-,-,14/01/2022 07:39:25,13/01/2022 13:30:00,-,244,Y,115,13.3,<0.05,0.06,1.94,7.3,0.0307,0.0337,0.1913,<0.0001,0.0007,3,3,<1,<1,<1,<1,3,5,<1,<1,<1,<1,2,<1,<1,<1,<1,<1,2510,<15,-,-,-,-,-,-,<1,2,NEG,8.48,-,-,-,-,<1,2510,<15,
153498,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1260,J AM81,-,1488741,U-Grand 416,Engine,Jenbacher,JMS  416 C05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73661,798,798,-,12/01/2022 13:18 12/01,05/01/2022 00:00 05/01,Normal (Green),1048870,willr,1488740,10/01/2022 12:10 10/01,10/01/2022 13:24:32,U-Grand 416,NG1,True,Routine,-,-,12/01/2022 12:17:44,12/01/2022 12:10:00,-,244,Y,122,14.0,<0.05,0.05,2.66,4.1,0.0312,0.0379,0.1972,<0.0001,0.0009,2,11,<1,2,8,<1,2,6,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,2425,<15,-,-,-,-,-,-,6,3,NEG,6.29,-,-,-,<1,2,2425,<15,
153124,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1261,J F157,-,1256229,Wieringermeer 6 (EC 3),Engine,Jenbacher,JMS 620 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73387,25094,409,-,05/01/2022 13:32 05/01,17/12/2021 00:00 17/12,Normal (Green),1050490,willr,5762581,30/12/2021 16:00 30/12,31/12/2021 10:41:41,Wieringermeer 6 (EC 3),NG1,True,Routine,-,-,05/01/2022 12:32:34,04/01/2022 16:00:00,-,244,Y,122,13.6,<0.05,0.06,1.77,5.4,0.0317,0.0344,0.1860,<0.0001,0.0009,<1,5,<1,2,<1,<1,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,3493,<15,-,-,-,-,-,-,3,2,NEG,7.54,-,-,-,-,<1,3493,<15,
153585,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1262,J AN52,-,1490305,Schenkeveld Schiphol M10,Engine,Jenbacher,JMS 624 H01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73748,623,623,-,13/01/2022 18:03 13/01,05/01/2022 00:00 05/01,Normal (Green),1050013,andy,1490277,10/01/2022 14:34 10/01,10/01/2022 16:04:30,Schenkeveld Schiphol M10,NG,True,Routine,-,-,13/01/2022 18:03:13,12/01/2022 14:34:00,-,244,Y,124,14.0,<0.05,0.06,2.21,5.4,0.0301,0.0339,0.1860,<0.0001,0.0008,3,7,<1,2,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2390,<15,-,-,-,-,-,-,7,2,NEG,6.84,-,-,-,<1,<1,2390,<15,
163884,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1263,J E131,-,1254081,Wobbe WP7-M13,Engine,Jenbacher,JMS 620 E171,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74060,2130,2130,-,21/01/2022 17:45 21/01,10/01/2022 00:00 10/01,Advanced (Red),54187,andy,5202433,17/01/2022 12:30 17/01,17/01/2022 18:09:01,Wobbe WP7-M13,NG,True,Routine,-,-,21/01/2022 17:45:19,19/01/2022 12:30:00,-,244,N,133,14.9,0.0792,0.10,3.93,3.4,0.0329,0.0386,0.2074,<0.0001,0.0007,4,21,1,4,7,1,2,6,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2524,<15,-,-,-,-,-,-,11,6,NEG,5.43,-,-,-,<1,1,2524,<15,
153352,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1263,J E131,-,1254081,Wobbe WP7-M13,Engine,Jenbacher,JMS 620 E171,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73519,1860,1860,-,11/01/2022 12:27 11/01,28/12/2021 00:00 28/12,Early (Yellow),1050115,willr,5202433,07/01/2022 12:00 07/01,07/01/2022 13:35:01,Wobbe WP7-M13,NG,True,Routine,-,-,11/01/2022 11:26:49,11/01/2022 12:00:00,-,244,Y,133,14.7,0.0629,0.09,3.83,3.7,0.0325,0.0395,0.2176,<0.0001,0.0007,4,19,1,4,5,1,3,6,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2666,<15,-,-,-,-,-,-,10,5,NEG,5.59,-,-,-,<1,<1,2666,<15,
163943,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1264,AG65,-,-,Acea  Tor di Valle,-,Jenbacher,-,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74119,2140,2140,-,21/01/2022 17:18 21/01,10/01/2022 00:00 10/01,Normal (Green),1012615,ling,-,17/01/2022 13:00 17/01,18/01/2022 10:24:48,Acea Tor di Valle,-,True,Routine,-,-,21/01/2022 17:18:06,19/01/2022 13:00:00,-,244,N,127,14.3,<0.05,0.06,2.19,4.6,0.0305,0.0348,0.1879,<0.0001,0.0006,3,4,<1,3,<1,<1,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2343,<15,-,-,-,-,-,-,9,2,NEG,6.73,-,-,-,<1,<1,2343,<15,
163763,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1265,J X457,-,1358186,Gabel Bavikhoven,Engine,Jenbacher,JMS 620 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73945,772,772,-,19/01/2022 14:34 19/01,10/01/2022 00:00 10/01,Normal (Green),1046955,andy,1358183,14/01/2022 14:00 14/01,15/01/2022 16:06:12,Gabel Bavikhoven,NG1,True,Routine,-,-,19/01/2022 14:33:55,18/01/2022 14:00:00,-,244,Y,128,14.4,<0.05,0.10,2.48,4.6,0.0335,0.0407,0.2157,<0.0001,0.0007,3,7,<1,2,3,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2770,<15,-,-,-,-,-,-,10,2,NEG,6.35,-,-,-,-,<1,2770,<15,
153327,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1270,J AO25,-,1491406,Wetering Potlilium 420,Engine,Jenbacher,JMS 420 B05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73494,692,692,-,10/01/2022 19:47 10/01,28/12/2021 00:00 28/12,Normal (Green),1050528,andy,1491325,07/01/2022 12:00 07/01,07/01/2022 13:04:48,Wetering Potlilium 420,NG1,True,Routine,-,GEO40 on label,10/01/2022 19:47:36,11/01/2022 12:00:00,-,244,Y,124,14.2,<0.05,0.05,2.18,5.6,0.0315,0.0377,0.2093,<0.0001,0.0008,4,3,<1,<1,<1,<1,3,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2504,<15,-,-,-,-,-,-,6,3,NEG,7.17,-,-,-,<1,<1,2504,<15,
"163893,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1271,J AP19,-,1494242,Combiplant Tuin 4/620,Engine,Jenbacher,JMS 620 J03,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74069,1159,1159,-,21/01/2022 10:55 21/01,10/01/2022 00:00 10/01,Normal (Green),1034197,Neil,1494244,17/01/2022 12:30 17/01,17/01/2022 18:16:06,Combiplant Tuin 4/620,NG1,True,Routine,-,Oil grade ""Exxon"" on label  site name different?,21/01/2022 09:55:20,19/01/2022 12:30:00,-,244,N,128,14.5,<0.05,0.09,3.00,3.8,0.0307,0.0353,0.1900,<0.0001,0.0006,3,14,<1,5,3,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2494,<15,-,-,-,-,-,-,11,3,NEG,5.88,-,-,-,<1,1,2494,<15,"
153395,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1271,J AP19,-,1494242,Combiplant Tuin 4/620,Engine,Jenbacher,JMS 620 J03,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73562,909,909,-,11/01/2022 15:53 11/01,30/12/2021 00:00 30/12,Normal (Green),1050541,willr,1494244,07/01/2022 12:00 07/01,07/01/2022 15:09:46,Combiplant Tuin 4/620,NG1,True,Routine,-,-,11/01/2022 14:52:48,11/01/2022 12:00:00,-,244,Y,128,14.5,<0.05,0.08,2.51,4.3,0.0321,0.0376,0.1941,<0.0001,0.0006,3,12,<1,5,4,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2527,<15,-,-,-,-,-,-,9,3,NEG,6.16,-,-,-,-,2,2527,<15,
163881,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1272,J AP50,-,1495177,Helderman m3,Engine,Jenbacher,JMS 620 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74057,871,871,-,22/01/2022 18:11 22/01,10/01/2022 00:00 10/01,Normal (Green),27178,anthonymann,1495176,17/01/2022 12:30 17/01,17/01/2022 18:07:02,Helderman m3,NG1,True,Routine,-,-,22/01/2022 12:11:35,19/01/2022 12:30:00,-,244,N,128,14.4,<0.05,0.09,2.53,5.2,0.0325,0.0377,0.2023,<0.0001,0.0012,3,10,<1,5,2,1,2,3,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2498,<15,-,-,-,-,-,-,9,3,NEG,6.10,-,-,-,<1,1,2498,<15,
153109,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1272,J AP50,-,1495177,Helderman m3,Engine,Jenbacher,JMS 620 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73372,457,457,-,04/01/2022 17:46 04/01,17/12/2021 00:00 17/12,Normal (Green),1050486,ling,1495176,30/12/2021 16:00 30/12,31/12/2021 10:14:24,Helderman m3,NG1,True,Routine,Y,-,04/01/2022 17:46:08,04/01/2022 16:00:00,-,244,Y,140,14.1,<0.05,0.07,2.25,5.2,0.0309,0.0335,0.1994,<0.0001,0.0012,3,6,<1,5,1,1,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2452,<15,-,-,-,-,-,-,7,2,NEG,7.03,-,-,-,-,<1,2452,<15,
163746,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1273,J AR19,-,1620032,De Vreede 616,Engine,Jenbacher,JMS 616 J03,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73928,680,680,-,18/01/2022 21:07 18/01,07/01/2022 00:00 07/01,Normal (Green),1048819,ElizabethF,1620031,14/01/2022 14:00 14/01,15/01/2022 15:47:52,De Vreede 616,NG1,True,Routine,-,-,18/01/2022 15:07:33,18/01/2022 14:00:00,-,244,Y,124,14.1,<0.05,0.08,2.41,5.1,0.0321,0.0383,0.1976,<0.0001,0.0026,3,7,<1,4,2,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2654,<15,-,-,-,-,-,-,7,2,NEG,6.73,-,-,-,-,<1,2654,<15,
153177,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1273,J AR19,-,1620032,De Vreede 616,Engine,Jenbacher,JMS 616 J03,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45743,298,298,-,06/01/2022 08:13 06/01,17/12/2021 00:00 17/12,Normal (Green),1052237,Neil,1620031,30/12/2021 12:30 30/12,30/12/2021 14:26:48,De Vreede 616,NG1,True,Routine,-,-,06/01/2022 08:13:01,04/01/2022 12:30:00,-,244,Y,119,13.8,<0.05,<0.01,2.05,6.1,0.0311,0.0352,0.1856,<0.0001,0.0023,2,4,<1,3,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2220,<15,-,-,-,-,-,-,2,1,NEG,7.12,-,-,-,-,<1,2220,<15,
153341,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1274,J D777,-,1253470,Helderman m2,Engine,Jenbacher,JMS 620 S05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73508,522,522,-,10/01/2022 20:38 10/01,28/12/2021 00:00 28/12,Normal (Green),1050111,andy,4995652,07/01/2022 12:00 07/01,07/01/2022 13:23:02,Helderman m2,NG1,True,Routine,-,-,10/01/2022 20:38:12,11/01/2022 12:00:00,-,244,Y,124,14.1,<0.05,0.06,1.97,5.6,0.0310,0.0367,0.2025,<0.0001,0.0007,3,7,<1,4,<1,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2616,<15,-,-,-,-,-,-,6,2,NEG,7.04,-,-,-,<1,<1,2616,<15,
153162,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1275,J E997,-,1257194,Triomaas 2,Engine,Jenbacher,JMS 620 F171,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45728,57412,188,-,05/01/2022 10:43 05/01,16/12/2021 00:00 16/12,Normal (Green),1052260,Neil,5645871,30/12/2021 12:30 30/12,30/12/2021 14:05:14,Triomaas 2,NG,True,Routine,-,-,05/01/2022 10:42:49,04/01/2022 12:30:00,-,244,Y,119,13.5,<0.05,<0.01,1.74,6.5,0.0300,0.0333,0.1855,<0.0001,0.0008,2,5,<1,4,1,2,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2218,<15,-,-,-,-,-,-,<1,1,NEG,7.66,-,-,-,-,<1,2218,<15,
163850,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1276,J D436,-,1256909,WHE 2 (WP12 M6 EC1),Engine,Jenbacher,JMS 620 E170,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74026,13206,487,-,21/01/2022 09:48 21/01,10/01/2022 00:00 10/01,Normal (Green),27173,Neil,4749101,17/01/2022 12:30 17/01,17/01/2022 16:46:48,WHE 2 (WP12 M6 EC1),NG,True,Routine,-,-,21/01/2022 08:48:20,19/01/2022 12:30:00,-,244,N,122,13.8,<0.05,0.06,2.20,5.5,0.0304,0.0345,0.1913,<0.0001,0.0008,2,8,<1,1,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2374,<15,-,-,-,-,-,-,6,2,NEG,7.03,-,-,-,<1,<1,2374,<15,
153323,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1277,J C059,-,1256563,Green 2 Grow 1,Engine,Jenbacher,JMS 616 E01,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73490,510,510,-,10/01/2022 19:42 10/01,28/12/2021 00:00 28/12,Normal (Green),1049917,andy,4256971,07/01/2022 12:00 07/01,07/01/2022 12:54:46,Green 2 Grow 1,NG1,True,Routine,-,GEO 40 on label,10/01/2022 19:42:36,11/01/2022 12:00:00,-,244,Y,121,14.0,<0.05,0.06,1.89,5.9,0.0299,0.0338,0.1906,<0.0001,0.0006,3,5,<1,2,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2463,<15,-,-,-,-,-,-,4,2,NEG,7.49,-,-,-,<1,<1,2463,<15,
163868,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1278,J D163,-,1255760,Overgaag De Lier 1,Engine,Jenbacher,JMS 620 E166,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74044,743,743,-,21/01/2022 10:19 21/01,12/01/2022 00:00 12/01,Normal (Green),1037979,Neil,4699421,17/01/2022 12:30 17/01,17/01/2022 17:57:48,Overgaag De Lier 1,NG1,True,Routine,-,unit life??,21/01/2022 09:19:12,19/01/2022 12:30:00,-,244,N,122,14.0,<0.05,0.08,2.08,5.4,0.0314,0.0363,0.1975,<0.0001,0.0006,2,5,<1,5,<1,1,2,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2459,<15,-,-,-,-,-,-,7,2,NEG,6.98,-,-,-,<1,1,2459,<15,
153490,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1278,J D163,-,1255760,Overgaag De Lier 1,Engine,Jenbacher,JMS 620 E166,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73653,49827?,11218?,-,12/01/2022 12:49 12/01,05/01/2022 00:00 05/01,Normal (Green),1048867,willr,4699421,10/01/2022 12:10 10/01,10/01/2022 13:16:22,Overgaag De Lier 1,NG1,True,Routine,-,unit / oil life?,12/01/2022 11:48:49,12/01/2022 12:10:00,-,244,Y,131,14.6,<0.05,0.05,2.73,4.6,0.0317,0.0380,0.2042,<0.0001,0.0008,2,5,<1,<1,<1,<1,9,10,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2523,<15,-,-,-,-,-,-,8,3,NEG,6.64,-,-,-,<1,<1,2523,<15,
153221,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1278,J D163,-,1255760,Overgaag De Lier 1,Engine,Jenbacher,JMS 620 E166,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73394,238,238,-,04/01/2022 23:58 04/01,15/12/2021 00:00 15/12,Normal (Green),1050422,carolinas,4699421,30/12/2021 14:00 30/12,31/12/2021 12:59:02,Overgaag De Lier 1,NG1,True,Routine,-,S/N??,04/01/2022 22:57:53,04/01/2022 14:00:00,-,244,Y,118,13.5,<0.05,0.05,1.86,6.4,0.0307,0.0328,0.1976,<0.0001,0.0006,2,3,<1,5,1,<1,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2499,<15,-,-,-,-,-,-,2,2,NEG,7.85,-,-,-,-,<1,2499,<15,
